YYYY-MM-DD,evap_comb,evap_comb_source,radiation,radiation_source
1889-01-01,5.7,26,21.3,35
1889-01-02,5.9,26,21.1,35
1889-01-03,5.8,26,21.1,35
1889-01-04,5.4,26,21.6,35
1889-01-05,5.7,26,21.2,35
1889-01-06,5.3,26,21.6,35
1889-01-07,5.7,26,21.7,35
1889-01-08,5.4,26,21.9,35
1889-01-09,5.8,26,21.9,35
1889-01-10,5.8,26,21.7,35
1889-01-11,6,26,21.1,35
1889-01-12,6.1,26,20.8,35
1889-01-13,5.9,26,20.7,35
1889-01-14,6.2,26,20.7,35
1889-01-15,6.1,26,20.5,35
1889-01-16,5.9,26,20.4,35
1889-01-17,5.8,26,21.5,35
1889-01-18,6,26,21.5,35
1889-01-19,6.2,26,22,35
1889-01-20,5.9,26,22.4,35
1889-01-21,5.8,26,22.1,35
1889-01-22,5.6,26,21.5,35
1889-01-23,5.5,26,21,35
1889-01-24,5.7,26,20.9,35
1889-01-25,5.9,26,20.6,35
1889-01-26,5.8,26,20.2,35
1889-01-27,5.6,26,19.9,35
1889-01-28,5.3,26,19.6,35
1889-01-29,5,26,19.5,35
1889-01-30,5.1,26,19.8,35
1889-01-31,5.1,26,19.6,35
1889-02-01,4.8,26,19.7,35
1889-02-02,4.9,26,19.7,35
1889-02-03,5.1,26,20.2,35
1889-02-04,5.2,26,19.4,35
1889-02-05,5,26,19.5,35
1889-02-06,5.1,26,20.6,35
1889-02-07,5.3,26,20.3,35
1889-02-08,5.6,26,20.1,35
1889-02-09,4.9,26,20.1,35
1889-02-10,5.1,26,20.5,35
1889-02-11,5.2,26,20,35
1889-02-12,5.2,26,20.1,35
1889-02-13,4.9,26,19,35
1889-02-14,5.1,26,19,35
1889-02-15,5,26,18,35
1889-02-16,5.2,26,17.8,35
1889-02-17,5.1,26,18.3,35
1889-02-18,5,26,18.5,35
1889-02-19,5.4,26,18.6,35
1889-02-20,5.4,26,19.1,35
1889-02-21,5.2,26,18.7,35
1889-02-22,5.3,26,18.6,35
1889-02-23,5.2,26,19.5,35
1889-02-24,5.2,26,18.7,35
1889-02-25,5.2,26,18.4,35
1889-02-26,5.5,26,18.2,35
1889-02-27,5.4,26,17.7,35
1889-02-28,5.4,26,18.1,35
1889-03-01,4.5,26,17.9,35
1889-03-02,4.3,26,17.8,35
1889-03-03,4.3,26,18,35
1889-03-04,4.4,26,16.9,35
1889-03-05,4.5,26,17.4,35
1889-03-06,4.7,26,18.3,35
1889-03-07,4.9,26,17.8,35
1889-03-08,4.5,26,17,35
1889-03-09,4.8,26,18.7,35
1889-03-10,4.7,26,18.1,35
1889-03-11,4.3,26,17.5,35
1889-03-12,4.9,26,18.8,35
1889-03-13,4.7,26,18.6,35
1889-03-14,4.3,26,18.3,35
1889-03-15,4.3,26,17.8,35
1889-03-16,4.4,26,17.8,35
1889-03-17,4.6,26,17.6,35
1889-03-18,4.5,26,16.9,35
1889-03-19,4.7,26,17.8,35
1889-03-20,4.6,26,17.7,35
1889-03-21,4.6,26,16.7,35
1889-03-22,4.4,26,16.7,35
1889-03-23,4.4,26,17.6,35
1889-03-24,4.3,26,17.1,35
1889-03-25,3.9,26,17.4,35
1889-03-26,4,26,16.8,35
1889-03-27,4.1,26,16.4,35
1889-03-28,4.1,26,16.3,35
1889-03-29,4.1,26,16.8,35
1889-03-30,4,26,16.5,35
1889-03-31,3.9,26,16.1,35
1889-04-01,3.4,26,15.2,35
1889-04-02,3.5,26,15.9,35
1889-04-03,3.6,26,16.2,35
1889-04-04,3.8,26,16.6,35
1889-04-05,3.7,26,16.6,35
1889-04-06,3.6,26,15.8,35
1889-04-07,3.6,26,16.2,35
1889-04-08,3.5,26,16.2,35
1889-04-09,3.5,26,16.1,35
1889-04-10,3.5,26,16.2,35
1889-04-11,3.4,26,15.5,35
1889-04-12,3.5,26,15.5,35
1889-04-13,3.5,26,15.1,35
1889-04-14,3.5,26,15.2,35
1889-04-15,3.4,26,15.1,35
1889-04-16,3.4,26,15.2,35
1889-04-17,3.2,26,15.4,35
1889-04-18,3.4,26,15.5,35
1889-04-19,3.4,26,15.1,35
1889-04-20,3.5,26,15.4,35
1889-04-21,3.4,26,15.1,35
1889-04-22,3.4,26,15.2,35
1889-04-23,3.4,26,14.5,35
1889-04-24,3.3,26,14.6,35
1889-04-25,3.3,26,14.4,35
1889-04-26,3.4,26,14.4,35
1889-04-27,3.4,26,14,35
1889-04-28,3.3,26,14.2,35
1889-04-29,3.4,26,14.4,35
1889-04-30,3.5,26,14.3,35
1889-05-01,2.8,26,13.5,35
1889-05-02,2.8,26,13.1,35
1889-05-03,2.8,26,13.1,35
1889-05-04,2.8,26,12.7,35
1889-05-05,2.6,26,12.4,35
1889-05-06,2.7,26,13.3,35
1889-05-07,2.7,26,13.3,35
1889-05-08,2.7,26,13.5,35
1889-05-09,2.6,26,13,35
1889-05-10,2.8,26,13,35
1889-05-11,2.8,26,13.4,35
1889-05-12,2.7,26,13,35
1889-05-13,2.7,26,12.7,35
1889-05-14,2.7,26,12.6,35
1889-05-15,2.7,26,12.5,35
1889-05-16,2.7,26,12.3,35
1889-05-17,2.7,26,12.1,35
1889-05-18,2.7,26,12.1,35
1889-05-19,2.6,26,11.6,35
1889-05-20,2.6,26,12,35
1889-05-21,2.6,26,11.8,35
1889-05-22,2.6,26,11.7,35
1889-05-23,2.6,26,12.1,35
1889-05-24,2.6,26,12.1,35
1889-05-25,2.6,26,12,35
1889-05-26,2.5,26,11.9,35
1889-05-27,2.5,26,11.8,35
1889-05-28,2.5,26,11.9,35
1889-05-29,2.7,26,11.6,35
1889-05-30,2.7,26,11.5,35
1889-05-31,2.6,26,11.3,35
1889-06-01,2.3,26,11.1,35
1889-06-02,2.4,26,11.1,35
1889-06-03,2.4,26,10.8,35
1889-06-04,2.4,26,11,35
1889-06-05,2.4,26,11.1,35
1889-06-06,2.2,26,11,35
1889-06-07,2.3,26,10.9,35
1889-06-08,2.4,26,10.9,35
1889-06-09,2.4,26,10.9,35
1889-06-10,2.5,26,11.6,35
1889-06-11,2.4,26,11.2,35
1889-06-12,2.4,26,11.2,35
1889-06-13,2.3,26,11.1,35
1889-06-14,2.4,26,11.1,35
1889-06-15,2.3,26,10.8,35
1889-06-16,2.2,26,11.1,35
1889-06-17,2.3,26,10.9,35
1889-06-18,2.3,26,11,35
1889-06-19,2.4,26,11,35
1889-06-20,2.2,26,10.9,35
1889-06-21,2.3,26,11,35
1889-06-22,2.3,26,11.2,35
1889-06-23,2.3,26,11.2,35
1889-06-24,2.3,26,11.1,35
1889-06-25,2.3,26,11.2,35
1889-06-26,2.4,26,11.5,35
1889-06-27,2.4,26,11.3,35
1889-06-28,2.4,26,11.2,35
1889-06-29,2.5,26,11.8,35
1889-06-30,2.5,26,12,35
1889-07-01,2.5,26,11.8,35
1889-07-02,2.4,26,12.1,35
1889-07-03,2.4,26,12.1,35
1889-07-04,2.5,26,12,35
1889-07-05,2.6,26,12,35
1889-07-06,2.6,26,12.1,35
1889-07-07,2.5,26,12,35
1889-07-08,2.5,26,12,35
1889-07-09,2.6,26,12,35
1889-07-10,2.6,26,11.8,35
1889-07-11,2.5,26,12.1,35
1889-07-12,2.4,26,11.9,35
1889-07-13,2.5,26,11.8,35
1889-07-14,2.4,26,11.7,35
1889-07-15,2.5,26,11.9,35
1889-07-16,2.5,26,12.2,35
1889-07-17,2.6,26,12,35
1889-07-18,2.7,26,12.9,35
1889-07-19,2.8,26,13,35
1889-07-20,2.8,26,13.2,35
1889-07-21,2.7,26,13.3,35
1889-07-22,2.7,26,13,35
1889-07-23,2.6,26,12.7,35
1889-07-24,2.7,26,12.7,35
1889-07-25,2.6,26,12.5,35
1889-07-26,2.6,26,12.9,35
1889-07-27,2.7,26,13,35
1889-07-28,2.8,26,13.2,35
1889-07-29,2.8,26,13.6,35
1889-07-30,3,26,14.3,35
1889-07-31,3,26,14.6,35
1889-08-01,3.3,26,14.7,35
1889-08-02,3.4,26,15.3,35
1889-08-03,3.3,26,15.1,35
1889-08-04,3.2,26,14.7,35
1889-08-05,3.2,26,14.7,35
1889-08-06,3.2,26,14.7,35
1889-08-07,3.4,26,14.6,35
1889-08-08,3.5,26,15.1,35
1889-08-09,3.5,26,15.6,35
1889-08-10,3.2,26,15.5,35
1889-08-11,3.2,26,15.2,35
1889-08-12,3.3,26,15.7,35
1889-08-13,3.3,26,15.6,35
1889-08-14,3.1,26,15.6,35
1889-08-15,3,26,15.3,35
1889-08-16,3.2,26,15.7,35
1889-08-17,3.3,26,15.7,35
1889-08-18,3.1,26,15.6,35
1889-08-19,3.1,26,15.7,35
1889-08-20,3.4,26,15.6,35
1889-08-21,3.4,26,15.9,35
1889-08-22,3.3,26,15.7,35
1889-08-23,3.2,26,15.8,35
1889-08-24,3.2,26,15.8,35
1889-08-25,3.2,26,16,35
1889-08-26,3.4,26,16.6,35
1889-08-27,3.4,26,16.8,35
1889-08-28,3.4,26,17,35
1889-08-29,3.2,26,17,35
1889-08-30,3.4,26,16.9,35
1889-08-31,3.2,26,17.4,35
1889-09-01,3.8,26,17.8,35
1889-09-02,3.6,26,17.9,35
1889-09-03,3.5,26,18,35
1889-09-04,3.6,26,18.1,35
1889-09-05,3.9,26,18,35
1889-09-06,3.9,26,18,35
1889-09-07,4.2,26,18.2,35
1889-09-08,4.3,26,18.2,35
1889-09-09,4.3,26,18.3,35
1889-09-10,4.6,26,18.9,35
1889-09-11,4,26,18.7,35
1889-09-12,4.2,26,19.1,35
1889-09-13,4,26,19.1,35
1889-09-14,4.2,26,19.5,35
1889-09-15,4,26,19.7,35
1889-09-16,4.2,26,19.7,35
1889-09-17,4.2,26,19.6,35
1889-09-18,4.1,26,20,35
1889-09-19,4.1,26,19.4,35
1889-09-20,3.9,26,19.6,35
1889-09-21,4,26,20.3,35
1889-09-22,4,26,20.1,35
1889-09-23,4.2,26,19.4,35
1889-09-24,4.4,26,20.2,35
1889-09-25,4.5,26,20.1,35
1889-09-26,4.2,26,20.2,35
1889-09-27,4.9,26,20.6,35
1889-09-28,4.4,26,20.1,35
1889-09-29,4.9,26,20.7,35
1889-09-30,4.7,26,21.3,35
1889-10-01,4.7,26,21.5,35
1889-10-02,4.8,26,21.3,35
1889-10-03,4.7,26,20.6,35
1889-10-04,5,26,20.8,35
1889-10-05,5.1,26,20.6,35
1889-10-06,4.9,26,20.2,35
1889-10-07,4.7,26,20.4,35
1889-10-08,4.3,26,20,35
1889-10-09,4.4,26,20.4,35
1889-10-10,4.6,26,20.4,35
1889-10-11,4.6,26,21.2,35
1889-10-12,4.7,26,21.2,35
1889-10-13,4.7,26,21.7,35
1889-10-14,4.3,26,21.2,35
1889-10-15,4.5,26,21.2,35
1889-10-16,4.7,26,20.5,35
1889-10-17,4.8,26,20.4,35
1889-10-18,4.7,26,20.2,35
1889-10-19,4.7,26,20.4,35
1889-10-20,4.3,26,20.3,35
1889-10-21,4.4,26,21,35
1889-10-22,4.4,26,20.6,35
1889-10-23,4.7,26,21.4,35
1889-10-24,4.9,26,21.2,35
1889-10-25,4.9,26,21.6,35
1889-10-26,5,26,21.4,35
1889-10-27,5.1,26,21.9,35
1889-10-28,5,26,21.8,35
1889-10-29,5,26,22,35
1889-10-30,4.9,26,21.4,35
1889-10-31,5.1,26,21.9,35
1889-11-01,5.1,26,21.6,35
1889-11-02,4.9,26,21.2,35
1889-11-03,5.2,26,20.9,35
1889-11-04,5.4,26,21.9,35
1889-11-05,5.4,26,21.9,35
1889-11-06,5.4,26,22.5,35
1889-11-07,5.3,26,20.6,35
1889-11-08,5.3,26,21.8,35
1889-11-09,5,26,20.9,35
1889-11-10,5.2,26,22.2,35
1889-11-11,5.1,26,22.1,35
1889-11-12,5.3,26,22.3,35
1889-11-13,5.1,26,21.9,35
1889-11-14,4.7,26,22.4,35
1889-11-15,4.6,26,21.6,35
1889-11-16,4.8,26,21.6,35
1889-11-17,5.1,26,21.6,35
1889-11-18,5.1,26,21.6,35
1889-11-19,5.2,26,23,35
1889-11-20,5.3,26,23.3,35
1889-11-21,5.6,26,22.9,35
1889-11-22,5.5,26,23.1,35
1889-11-23,5.6,26,23.2,35
1889-11-24,5.6,26,23.6,35
1889-11-25,5.3,26,23.2,35
1889-11-26,5.4,26,23.4,35
1889-11-27,5.4,26,22.9,35
1889-11-28,5.4,26,23.7,35
1889-11-29,5.6,26,23.7,35
1889-11-30,5.5,26,22.6,35
1889-12-01,6,26,23.2,35
1889-12-02,5.8,26,22.3,35
1889-12-03,6.2,26,22.9,35
1889-12-04,6,26,22.5,35
1889-12-05,5.6,26,22.4,35
1889-12-06,5.6,26,21.8,35
1889-12-07,5.7,26,21.5,35
1889-12-08,5.2,26,21.2,35
1889-12-09,5.2,26,22.1,35
1889-12-10,5.5,26,22.7,35
1889-12-11,5.7,26,22.9,35
1889-12-12,5.7,26,23.7,35
1889-12-13,5.6,26,24.6,35
1889-12-14,5.5,26,22.3,35
1889-12-15,6,26,23.1,35
1889-12-16,6.3,26,23.5,35
1889-12-17,6.1,26,24.2,35
1889-12-18,5.7,26,23.4,35
1889-12-19,5.6,26,23.4,35
1889-12-20,5.5,26,22.9,35
1889-12-21,5.8,26,22.1,35
1889-12-22,5.7,26,22.4,35
1889-12-23,5.5,26,22.2,35
1889-12-24,5.6,26,21.8,35
1889-12-25,5.6,26,21.5,35
1889-12-26,5.4,26,21.5,35
1889-12-27,6.2,26,21.9,35
1889-12-28,5.7,26,21.6,35
1889-12-29,5.6,26,21.8,35
1889-12-30,5.2,26,21,35
1889-12-31,5.5,26,21.5,35
1890-01-01,5.3,26,21.2,35
1890-01-02,5.2,26,21,35
1890-01-03,5.6,26,20.4,35
1890-01-04,5.8,26,21.9,35
1890-01-05,5.7,26,21.6,35
1890-01-06,5.4,26,20.9,35
1890-01-07,5.2,26,21.3,35
1890-01-08,5.3,26,21.4,35
1890-01-09,5.2,26,21.1,35
1890-01-10,5.3,26,20.6,35
1890-01-11,5.1,26,21.3,35
1890-01-12,4.9,26,20.3,35
1890-01-13,4.6,26,21.3,35
1890-01-14,5.1,26,21.4,35
1890-01-15,4.8,26,21.9,35
1890-01-16,5.1,26,21.7,35
1890-01-17,5,26,21.9,35
1890-01-18,4.6,26,21.3,35
1890-01-19,5.3,26,22.4,35
1890-01-20,5.1,26,22.4,35
1890-01-21,4.9,26,20.5,35
1890-01-22,5.1,26,20.7,35
1890-01-23,5.2,26,21.3,35
1890-01-24,5.2,26,20.8,35
1890-01-25,5,26,20.6,35
1890-01-26,4.8,26,20.2,35
1890-01-27,4.7,26,19,35
1890-01-28,4.6,26,18.4,35
1890-01-29,4.9,26,19.1,35
1890-01-30,5,26,19.9,35
1890-01-31,5,26,20.3,35
1890-02-01,5,26,20.9,35
1890-02-02,5.5,26,20.6,35
1890-02-03,4.8,26,20.5,35
1890-02-04,4.9,26,20.6,35
1890-02-05,4.9,26,20.8,35
1890-02-06,5,26,21.8,35
1890-02-07,4.7,26,20.3,35
1890-02-08,5.2,26,20.3,35
1890-02-09,4.9,26,20.5,35
1890-02-10,5,26,19.9,35
1890-02-11,5,26,19.8,35
1890-02-12,5,26,19.6,35
1890-02-13,4.7,26,19.6,35
1890-02-14,4.7,26,19.5,35
1890-02-15,4.6,26,18.4,35
1890-02-16,4.4,26,17.7,35
1890-02-17,4.5,26,17.8,35
1890-02-18,4.6,26,18.6,35
1890-02-19,4.2,26,18.6,35
1890-02-20,4.1,26,18.7,35
1890-02-21,4.2,26,18.6,35
1890-02-22,4.3,26,19.3,35
1890-02-23,4.4,26,19.4,35
1890-02-24,4.5,26,18.1,35
1890-02-25,4.5,26,18.7,35
1890-02-26,4.7,26,18.8,35
1890-02-27,4.5,26,18.6,35
1890-02-28,4.6,26,18.3,35
1890-03-01,4.3,26,18.1,35
1890-03-02,4.2,26,17.7,35
1890-03-03,4.2,26,17.8,35
1890-03-04,4.2,26,17.7,35
1890-03-05,4.1,26,18.1,35
1890-03-06,4.1,26,18,35
1890-03-07,4,26,17.8,35
1890-03-08,4,26,17.6,35
1890-03-09,4.1,26,18.8,35
1890-03-10,4.2,26,18,35
1890-03-11,4.2,26,18.6,35
1890-03-12,4.1,26,18.5,35
1890-03-13,4.4,26,18.9,35
1890-03-14,4,26,17.9,35
1890-03-15,4.1,26,17.6,35
1890-03-16,4.1,26,17.2,35
1890-03-17,4.1,26,17.4,35
1890-03-18,4,26,16.4,35
1890-03-19,3.9,26,16.9,35
1890-03-20,4.1,26,17.5,35
1890-03-21,4.1,26,17.5,35
1890-03-22,4.2,26,17.4,35
1890-03-23,4.1,26,17.1,35
1890-03-24,3.8,26,17.3,35
1890-03-25,3.9,26,17.1,35
1890-03-26,3.9,26,16.7,35
1890-03-27,4,26,16.6,35
1890-03-28,3.9,26,16.7,35
1890-03-29,3.8,26,16.3,35
1890-03-30,3.9,26,16.3,35
1890-03-31,3.7,26,15.6,35
1890-04-01,3.4,26,15.9,35
1890-04-02,3.5,26,15.6,35
1890-04-03,3.5,26,15.8,35
1890-04-04,3.6,26,16.5,35
1890-04-05,3.5,26,16.6,35
1890-04-06,3.4,26,16.6,35
1890-04-07,3.4,26,16.3,35
1890-04-08,3.6,26,16.4,35
1890-04-09,3.5,26,16.4,35
1890-04-10,3.4,26,16.7,35
1890-04-11,3.4,26,15.8,35
1890-04-12,3.3,26,15.4,35
1890-04-13,3.4,26,15.5,35
1890-04-14,3.3,26,14.9,35
1890-04-15,3.5,26,15.6,35
1890-04-16,3.4,26,15.6,35
1890-04-17,3.4,26,15.9,35
1890-04-18,3.4,26,15.5,35
1890-04-19,3.4,26,15.4,35
1890-04-20,3.4,26,15.5,35
1890-04-21,3.3,26,15.3,35
1890-04-22,3.4,26,15.5,35
1890-04-23,3.2,26,14.7,35
1890-04-24,3.2,26,15,35
1890-04-25,3.2,26,14.4,35
1890-04-26,3.1,26,13.8,35
1890-04-27,3.2,26,14.2,35
1890-04-28,3.2,26,14,35
1890-04-29,3.3,26,14.5,35
1890-04-30,3.3,26,14.4,35
1890-05-01,2.8,26,13,35
1890-05-02,2.7,26,13.3,35
1890-05-03,2.7,26,13.2,35
1890-05-04,2.5,26,12.7,35
1890-05-05,2.5,26,13.1,35
1890-05-06,2.6,26,13.5,35
1890-05-07,2.6,26,13.3,35
1890-05-08,2.7,26,13.8,35
1890-05-09,2.8,26,13.8,35
1890-05-10,2.7,26,13.6,35
1890-05-11,2.7,26,13.8,35
1890-05-12,2.7,26,13,35
1890-05-13,2.7,26,12.7,35
1890-05-14,2.6,26,12.3,35
1890-05-15,2.6,26,12.1,35
1890-05-16,2.6,26,12.1,35
1890-05-17,2.5,26,11.8,35
1890-05-18,2.5,26,12,35
1890-05-19,2.4,26,11.9,35
1890-05-20,2.6,26,11.8,35
1890-05-21,2.6,26,11.8,35
1890-05-22,2.6,26,11.8,35
1890-05-23,2.6,26,12.1,35
1890-05-24,2.6,26,12.3,35
1890-05-25,2.6,26,12.3,35
1890-05-26,2.6,26,12.1,35
1890-05-27,2.4,26,11.1,35
1890-05-28,2.5,26,11.3,35
1890-05-29,2.4,26,11.5,35
1890-05-30,2.4,26,11.1,35
1890-05-31,2.4,26,10.7,35
1890-06-01,2.2,26,10.6,35
1890-06-02,2.3,26,11.1,35
1890-06-03,2.3,26,10.8,35
1890-06-04,2.3,26,11,35
1890-06-05,2.4,26,11.1,35
1890-06-06,2.4,26,11.4,35
1890-06-07,2.4,26,11.2,35
1890-06-08,2.4,26,11,35
1890-06-09,2.4,26,10.7,35
1890-06-10,2.4,26,11.3,35
1890-06-11,2.4,26,11.2,35
1890-06-12,2.4,26,11.2,35
1890-06-13,2.3,26,11.3,35
1890-06-14,2.3,26,11.4,35
1890-06-15,2.3,26,11,35
1890-06-16,2.2,26,10.8,35
1890-06-17,2.4,26,11,35
1890-06-18,2.4,26,11.2,35
1890-06-19,2.4,26,11.1,35
1890-06-20,2.3,26,10.9,35
1890-06-21,2.3,26,10.8,35
1890-06-22,2.3,26,11.2,35
1890-06-23,2.4,26,11.5,35
1890-06-24,2.4,26,11.4,35
1890-06-25,2.3,26,11.5,35
1890-06-26,2.4,26,11.6,35
1890-06-27,2.4,26,11.5,35
1890-06-28,2.4,26,11.7,35
1890-06-29,2.5,26,12.1,35
1890-06-30,2.5,26,12.1,35
1890-07-01,2.6,26,12.4,35
1890-07-02,2.6,26,12.6,35
1890-07-03,2.6,26,12.1,35
1890-07-04,2.4,26,12.1,35
1890-07-05,2.6,26,12.1,35
1890-07-06,2.5,26,12.1,35
1890-07-07,2.6,26,11.9,35
1890-07-08,2.5,26,11.9,35
1890-07-09,2.4,26,12,35
1890-07-10,2.3,26,12.3,35
1890-07-11,2.3,26,12,35
1890-07-12,2.3,26,12.1,35
1890-07-13,2.2,26,11.7,35
1890-07-14,2.5,26,11.5,35
1890-07-15,2.5,26,11.8,35
1890-07-16,2.4,26,12,35
1890-07-17,2.5,26,12.6,35
1890-07-18,2.5,26,12.7,35
1890-07-19,2.5,26,13.1,35
1890-07-20,2.5,26,12.9,35
1890-07-21,2.6,26,13.2,35
1890-07-22,2.8,26,13,35
1890-07-23,2.6,26,12.9,35
1890-07-24,2.5,26,12.8,35
1890-07-25,2.4,26,12.1,35
1890-07-26,2.6,26,13.1,35
1890-07-27,2.7,26,13.6,35
1890-07-28,2.7,26,13.5,35
1890-07-29,2.8,26,13.7,35
1890-07-30,2.7,26,13.7,35
1890-07-31,2.7,26,14.5,35
1890-08-01,2.9,26,14.3,35
1890-08-02,3,26,15.1,35
1890-08-03,2.9,26,14.9,35
1890-08-04,2.9,26,14.8,35
1890-08-05,3.1,26,14.9,35
1890-08-06,3.2,26,14.7,35
1890-08-07,3.1,26,14.7,35
1890-08-08,3.1,26,15.1,35
1890-08-09,3.2,26,15.2,35
1890-08-10,3.3,26,15.6,35
1890-08-11,3.3,26,15.8,35
1890-08-12,3.2,26,15.6,35
1890-08-13,3.2,26,15.4,35
1890-08-14,3.2,26,15.4,35
1890-08-15,3.1,26,15.5,35
1890-08-16,2.9,26,15.5,35
1890-08-17,3,26,15.3,35
1890-08-18,3.1,26,15.8,35
1890-08-19,3.1,26,15.8,35
1890-08-20,3,26,15.6,35
1890-08-21,3.1,26,16.1,35
1890-08-22,3.1,26,15.5,35
1890-08-23,3.2,26,15.9,35
1890-08-24,3.4,26,15.9,35
1890-08-25,3.4,26,16.2,35
1890-08-26,3.5,26,16.3,35
1890-08-27,3.6,26,17.1,35
1890-08-28,3.5,26,17,35
1890-08-29,3.4,26,17.1,35
1890-08-30,3.5,26,17.2,35
1890-08-31,3.4,26,17.2,35
1890-09-01,3.7,26,16.9,35
1890-09-02,3.8,26,17.7,35
1890-09-03,3.8,26,17.6,35
1890-09-04,3.6,26,17.9,35
1890-09-05,3.8,26,17.7,35
1890-09-06,4,26,17.8,35
1890-09-07,3.9,26,18.4,35
1890-09-08,4.1,26,18.6,35
1890-09-09,3.7,26,18.6,35
1890-09-10,4,26,18.7,35
1890-09-11,4.2,26,18.6,35
1890-09-12,4.3,26,19,35
1890-09-13,4.4,26,19,35
1890-09-14,4.3,26,19.3,35
1890-09-15,4.3,26,19.4,35
1890-09-16,4.3,26,19.5,35
1890-09-17,4.2,26,19.9,35
1890-09-18,4.3,26,20.5,35
1890-09-19,4.3,26,19.3,35
1890-09-20,4,26,18.7,35
1890-09-21,3.7,26,19.9,35
1890-09-22,4,26,20.4,35
1890-09-23,4,26,20.4,35
1890-09-24,4.3,26,19.8,35
1890-09-25,4.3,26,20.5,35
1890-09-26,4.1,26,20,35
1890-09-27,4.4,26,20,35
1890-09-28,4.7,26,20.5,35
1890-09-29,4.6,26,21.1,35
1890-09-30,4.4,26,21.3,35
1890-10-01,5,26,21.1,35
1890-10-02,4.7,26,21.7,35
1890-10-03,4.7,26,20.7,35
1890-10-04,4.7,26,21,35
1890-10-05,4.8,26,20.9,35
1890-10-06,4.8,26,20.7,35
1890-10-07,5.2,26,20.2,35
1890-10-08,4.9,26,20.3,35
1890-10-09,4.8,26,21,35
1890-10-10,4.5,26,20.8,35
1890-10-11,4.7,26,20.6,35
1890-10-12,4.9,26,20.6,35
1890-10-13,5.1,26,21.6,35
1890-10-14,5,26,21.7,35
1890-10-15,4.6,26,20.6,35
1890-10-16,5.1,26,21.4,35
1890-10-17,4.8,26,21.5,35
1890-10-18,4.4,26,20.2,35
1890-10-19,4.7,26,21,35
1890-10-20,4.9,26,20.3,35
1890-10-21,4.4,26,20.8,35
1890-10-22,4.5,26,20.1,35
1890-10-23,4.8,26,21.1,35
1890-10-24,5,26,21.3,35
1890-10-25,5.1,26,22,35
1890-10-26,4.7,26,21.9,35
1890-10-27,4.8,26,22.5,35
1890-10-28,4.8,26,21.6,35
1890-10-29,5.1,26,21.5,35
1890-10-30,5,26,21.7,35
1890-10-31,4.9,26,21.7,35
1890-11-01,5.2,26,21.4,35
1890-11-02,5.3,26,21.5,35
1890-11-03,5.1,26,21.4,35
1890-11-04,5.2,26,22.3,35
1890-11-05,5,26,22.1,35
1890-11-06,4.9,26,22.1,35
1890-11-07,5.3,26,21.4,35
1890-11-08,5.3,26,22.2,35
1890-11-09,5.3,26,22.4,35
1890-11-10,5.3,26,22.2,35
1890-11-11,5.4,26,22.6,35
1890-11-12,5.4,26,22.2,35
1890-11-13,5.3,26,21.7,35
1890-11-14,5.4,26,21.8,35
1890-11-15,5.3,26,22.3,35
1890-11-16,5.2,26,23.2,35
1890-11-17,5.1,26,22.8,35
1890-11-18,5.2,26,23.9,35
1890-11-19,5.2,26,23.7,35
1890-11-20,5.3,26,24.1,35
1890-11-21,5.6,26,23.9,35
1890-11-22,5.3,26,23.4,35
1890-11-23,5.4,26,22.8,35
1890-11-24,5.4,26,22.6,35
1890-11-25,5.7,26,23.7,35
1890-11-26,5.5,26,23.7,35
1890-11-27,5.4,26,23.9,35
1890-11-28,5.4,26,23.4,35
1890-11-29,5.7,26,23.3,35
1890-11-30,5.6,26,22.4,35
1890-12-01,5.6,26,22.6,35
1890-12-02,5.6,26,22.7,35
1890-12-03,5.3,26,22.2,35
1890-12-04,5.2,26,21.9,35
1890-12-05,5,26,22.3,35
1890-12-06,4.8,26,21.4,35
1890-12-07,5.2,26,21.6,35
1890-12-08,5.2,26,21.7,35
1890-12-09,5.3,26,22.7,35
1890-12-10,5.4,26,23.1,35
1890-12-11,5.6,26,22.6,35
1890-12-12,5.7,26,23.7,35
1890-12-13,5.9,26,24.3,35
1890-12-14,5.8,26,23.7,35
1890-12-15,5.8,26,23.8,35
1890-12-16,5.6,26,23.1,35
1890-12-17,5.9,26,24,35
1890-12-18,5.9,26,23.9,35
1890-12-19,5.9,26,23.6,35
1890-12-20,5.9,26,23.4,35
1890-12-21,6,26,23,35
1890-12-22,5.6,26,22.7,35
1890-12-23,5.7,26,22.6,35
1890-12-24,5.6,26,22.5,35
1890-12-25,5.4,26,21.6,35
1890-12-26,5.5,26,22.3,35
1890-12-27,5.6,26,21.6,35
1890-12-28,5.6,26,21.3,35
1890-12-29,5.2,26,21.4,35
1890-12-30,5.3,26,21.5,35
1890-12-31,5.6,26,22.5,35
1891-01-01,5.7,26,22,35
1891-01-02,5.6,26,21.4,35
1891-01-03,5.9,26,21.4,35
1891-01-04,5.4,26,21,35
1891-01-05,5.6,26,21.5,35
1891-01-06,5.4,26,21.9,35
1891-01-07,5.2,26,21.3,35
1891-01-08,5.2,26,21.8,35
1891-01-09,5.5,26,22.1,35
1891-01-10,5.3,26,22.1,35
1891-01-11,5.1,26,21.6,35
1891-01-12,4.9,26,20.7,35
1891-01-13,4.9,26,20.7,35
1891-01-14,4.9,26,21,35
1891-01-15,4.8,26,21.1,35
1891-01-16,4.7,26,21.4,35
1891-01-17,4.9,26,21.5,35
1891-01-18,5.1,26,21.3,35
