Year,Date,rainfall,tmax,tmin
1910,23/04/1910,1.288085938,20.88574219,11.60742188
1910,24/04/1910,1.23828125,21.96582031,12.6171875
1910,25/04/1910,3.465820313,19.17578125,12.21679688
1910,26/04/1910,0.359375,21.73632813,10.58691406
1910,27/04/1910,6.366210938,19.44628906,14.26660156
1910,28/04/1910,0.279296875,19.48632813,8.796875
1910,29/04/1910,0,20.55566406,9.436523438
1910,30/04/1910,0,21.56640625,9.697265625
1910,1/05/1910,0,22.3359375,12.84863281
1910,2/05/1910,0,21.52636719,10.30859375
1910,3/05/1910,0,24.19628906,12.00878906
1910,4/05/1910,0,24.20605469,13.97851563
1910,5/05/1910,4.486328125,22.49609375,14.73925781
1910,6/05/1910,8.84765625,20.29589844,14.05859375
1910,7/05/1910,5.061523438,17.02636719,8.37890625
1910,8/05/1910,0.327148438,20.31640625,8.19921875
1910,9/05/1910,0.172851563,19.96582031,11.54882813
1910,10/05/1910,19.96777344,19.17578125,13.72851563
1910,11/05/1910,6.331054688,19.92578125,13.00878906
1910,12/05/1910,1.250976563,21.56640625,9.62890625
1910,13/05/1910,0,20.16601563,11.41894531
1910,14/05/1910,1.223632813,20.52636719,12.76855469
1910,15/05/1910,8.758789063,19.10644531,11.0390625
1910,16/05/1910,18.84277344,18.63574219,11.49902344
1910,17/05/1910,5.413085938,18.42578125,11.609375
1910,18/05/1910,1.161132813,21.15625,13.30859375
1910,19/05/1910,9.674804688,19.57617188,13.72851563
1910,20/05/1910,0,22.28613281,11.57910156
1910,21/05/1910,29.4296875,19.89648438,13.13867188
1910,22/05/1910,17.47460938,17.97558594,11.49902344
1910,23/05/1910,15.09667969,18.38574219,11.33886719
1910,24/05/1910,29.62988281,14.31640625,8.439453125
1910,25/05/1910,16.58691406,16.70605469,5.19921875
1910,26/05/1910,0.94921875,18.79589844,9.749023438
1910,27/05/1910,6.552734375,17.14648438,11.359375
1910,28/05/1910,0.021484375,17.75585938,7.119140625
1910,29/05/1910,0,18.66601563,6.7890625
1910,30/05/1910,0,20.17578125,8.588867188
1910,31/05/1910,0,20.85644531,7.87890625
1910,1/06/1910,0,22.09960938,10.29882813
1910,2/06/1910,0,22.30957031,12.18945313
1910,3/06/1910,0,23.15039063,13.08886719
1910,4/06/1910,6.565429688,16.05957031,11.97851563
1910,5/06/1910,38.13476563,16.12011719,11.31933594
1910,6/06/1910,12.68847656,15.16015625,8.19921875
1910,7/06/1910,6.798828125,14.75976563,8.359375
1910,8/06/1910,7.538085938,14.63964844,6.7890625
1910,9/06/1910,0.015625,14.66992188,5.609375
1910,10/06/1910,0,16.83007813,6.508789063
1910,11/06/1910,1.740234375,17.09960938,9.909179688
1910,12/06/1910,2.569335938,18.37011719,10.17871094
1910,13/06/1910,11.86035156,17.65039063,11.24902344
1910,14/06/1910,2.256835938,18.4296875,8.428710938
1910,15/06/1910,0,20.04980469,7.869140625
1910,16/06/1910,8.439453125,16.16992188,10.95898438
1910,17/06/1910,18.12890625,14.84960938,7.708984375
1910,18/06/1910,2.412109375,17.40039063,9.018554688
1910,19/06/1910,14.07226563,16.26953125,10.859375
1910,20/06/1910,1.259765625,14.36035156,7.168945313
1910,21/06/1910,0.40234375,16.23046875,6.918945313
1910,22/06/1910,3.494140625,16.74023438,8.649414063
1910,23/06/1910,0.59375,17.08984375,11.07910156
1910,24/06/1910,1.751953125,17.69042969,9.069335938
1910,25/06/1910,6.138671875,19.16992188,12.21875
1910,26/06/1910,4.045898438,19.8203125,14.52929688
1910,27/06/1910,2.545898438,18.79003906,13.75878906
1910,28/06/1910,6.337890625,16.54980469,8.5390625
1910,29/06/1910,2.969726563,17.03027344,10.96875
1910,30/06/1910,12.25195313,12.51953125,6.668945313
1910,1/07/1910,12.42773438,13.77636719,5.90625
1910,2/07/1910,15.76074219,16.32617188,7.40625
1910,3/07/1910,18.08398438,13.64648438,9.31640625
1910,4/07/1910,12.74414063,14.63574219,7.06640625
1910,5/07/1910,1.583007813,14.59570313,6.616210938
1910,6/07/1910,0.071289063,15.30566406,6.616210938
1910,7/07/1910,0.043945313,15.18554688,6.366210938
1910,8/07/1910,6.194335938,18.70605469,10.56640625
1910,9/07/1910,19.5234375,16.92578125,12.36621094
1910,10/07/1910,8.760742188,17.52636719,10.32617188
1910,11/07/1910,15.45117188,15.48632813,9.956054688
1910,12/07/1910,17.37988281,15.05566406,8.875976563
1910,13/07/1910,2.565429688,15.23632813,7.67578125
1910,14/07/1910,0,15.02636719,6.736328125
1910,15/07/1910,0,16.98632813,5.305664063
1910,16/07/1910,0.000976563,16.18554688,6.755859375
1910,17/07/1910,0.013671875,14.32617188,9.396484375
1910,18/07/1910,3.827148438,13.515625,7.99609375
1910,19/07/1910,6.791992188,16.34570313,10.97558594
1910,20/07/1910,15.15234375,17.70605469,10.61621094
1910,21/07/1910,9.801757813,16.45605469,10.05566406
1910,22/07/1910,4.19140625,17.59570313,10.60644531
1910,23/07/1910,8.529296875,16.78613281,10.00585938
1910,24/07/1910,0.122070313,17.14648438,7.956054688
1910,25/07/1910,17.41210938,14.75585938,9.456054688
1910,26/07/1910,9.471679688,14.48632813,6.42578125
1910,27/07/1910,6.869140625,17.12597656,7.625976563
1910,28/07/1910,2.62890625,16.11621094,9.8359375
1910,29/07/1910,13.31640625,14.61621094,7.826171875
1910,30/07/1910,10.77246094,15.45605469,7.225585938
1910,31/07/1910,0.002929688,17.15625,5.99609375
1910,1/08/1910,0.008789063,18.12695313,7.4453125
1910,2/08/1910,0.015625,19.06738281,8.884765625
1910,3/08/1910,5.893554688,16.75683594,10.4453125
1910,4/08/1910,0.293945313,17.35742188,11.16503906
1910,5/08/1910,1.689453125,17.83691406,10.02539063
1910,6/08/1910,0.666992188,19.31738281,9.184570313
1910,7/08/1910,3.741210938,17.91699219,9.134765625
1910,8/08/1910,12.01757813,14.32714844,6.1953125
1910,9/08/1910,11.26074219,16.93652344,9.125
1910,10/08/1910,3.8515625,17.75683594,9.544921875
1910,11/08/1910,0,20.90722656,8.245117188
1910,12/08/1910,0.118164063,23.62695313,9.334960938
1910,13/08/1910,3.26171875,20.10742188,14.48535156
1910,14/08/1910,4.327148438,18.49707031,13.125
1910,15/08/1910,10.73242188,16.83691406,9.084960938
1910,16/08/1910,2.5078125,17.88671875,8.53515625
1910,17/08/1910,3.419921875,17.44726563,11.81542969
1910,18/08/1910,4.775390625,14.796875,10.92480469
1910,19/08/1910,0.208984375,17.12695313,8.485351563
1910,20/08/1910,0.727539063,18.14746094,10.28515625
1910,21/08/1910,0,19.68652344,8.665039063
1910,22/08/1910,0,17.96679688,8.665039063
1910,23/08/1910,0,15.89746094,8.224609375
1910,24/08/1910,0,17.05664063,6.53515625
1910,25/08/1910,0,18.24707031,7.64453125
1910,26/08/1910,0,17.53710938,7.375
1910,27/08/1910,0,20.38671875,11.56542969
1910,28/08/1910,15.625,16.65722656,10.34472656
1910,29/08/1910,7.650390625,15.78710938,10.77539063
1910,30/08/1910,7.998046875,15.1171875,8.775390625
1910,31/08/1910,0.04296875,17.63671875,9.995117188
1910,1/09/1910,5.600585938,18.40527344,10.49804688
1910,2/09/1910,19.15625,17.26464844,10.22753906
1910,3/09/1910,9.895507813,19.03515625,10.77832031
1910,4/09/1910,5.372070313,17.625,12.22753906
1910,5/09/1910,0.953125,17.86523438,9.858398438
1910,6/09/1910,1.729492188,18.29492188,11.40820313
1910,7/09/1910,0.224609375,19.51464844,8.377929688
1910,8/09/1910,5.624023438,13.97460938,9.98828125
1910,9/09/1910,20.40917969,14.76464844,4.698242188
1910,10/09/1910,1.852539063,16.74511719,8.517578125
1910,11/09/1910,0.001953125,19.73535156,6.807617188
1910,12/09/1910,0,24.29492188,9.297851563
1910,13/09/1910,0,20.86523438,13.77832031
1910,14/09/1910,11.47851563,15.04492188,8.59765625
1910,15/09/1910,0.755859375,15.92480469,7.208007813
1910,16/09/1910,0.583984375,17.10546875,7.998046875
1910,17/09/1910,4.009765625,18.125,9.938476563
1910,18/09/1910,0.038085938,18.625,8.217773438
1910,19/09/1910,0,22.50488281,9.958007813
1910,20/09/1910,0,26.72460938,11.55761719
1910,21/09/1910,0.577148438,28.97460938,14.74804688
1910,22/09/1910,0.040039063,19.63476563,13.08789063
1910,23/09/1910,0.237304688,23.07519531,10.078125
1910,24/09/1910,1.946289063,19.27539063,12.05761719
1910,25/09/1910,0.336914063,17.9453125,8.788085938
1910,26/09/1910,0,22.68457031,8.868164063
1910,27/09/1910,0,25.91503906,11.98828125
1910,28/09/1910,0,23.04492188,12.29785156
1910,29/09/1910,0,18.0546875,11.45800781
1910,30/09/1910,0,16.125,7.677734375
1910,1/10/1910,0,17.05664063,5.514648438
1910,2/10/1910,0,16.21679688,7.705078125
1910,3/10/1910,0,17.10742188,6.39453125
1910,4/10/1910,0,17.14746094,6.6953125
1910,5/10/1910,0,18.59667969,6.495117188
1910,6/10/1910,0,19.30664063,6.764648438
1910,7/10/1910,0,20.85742188,8.39453125
1910,8/10/1910,0,20.42675781,9.514648438
1910,9/10/1910,0,20.53710938,7.334960938
1910,10/10/1910,0,23.43652344,8.434570313
1910,11/10/1910,0,23.40722656,9.044921875
1910,12/10/1910,0,21.16699219,9.655273438
1910,13/10/1910,0,20.68652344,9.775390625
1910,14/10/1910,1.498046875,17.63671875,12.74511719
1910,15/10/1910,10.06835938,20.19726563,12.72460938
1910,16/10/1910,12.76953125,17.76660156,10.76464844
1910,17/10/1910,1.987304688,16.2265625,8.065429688
1910,18/10/1910,0.801757813,17.99707031,7.184570313
1910,19/10/1910,0.786132813,19.41699219,7.775390625
1910,20/10/1910,0,22.87695313,9.134765625
1910,21/10/1910,0,21.16699219,11.56542969
1910,22/10/1910,0,19.75683594,11.79492188
1910,23/10/1910,1.799804688,17.8671875,12.38476563
1910,24/10/1910,2.276367188,15.95703125,6.495117188
1910,25/10/1910,0,19.796875,6.924804688
1910,26/10/1910,0,21.19726563,9.065429688
1910,27/10/1910,0.329101563,21.40722656,9.844726563
1910,28/10/1910,0.266601563,21.50683594,8.865234375
1910,29/10/1910,0,22.6171875,10.46484375
1910,30/10/1910,0.116210938,19.17675781,12.18457031
1910,31/10/1910,0.950195313,19.63671875,10.74511719
1910,1/11/1910,0,21.92675781,11.31054688
1910,2/11/1910,0,22.13671875,11.77148438
1910,3/11/1910,0,21.05664063,13.83105469
1910,4/11/1910,0.05859375,19.02734375,9.560546875
1910,5/11/1910,0,18.796875,8.130859375
1910,6/11/1910,0.512695313,20.48730469,8.911132813
1910,7/11/1910,0.462890625,21.59667969,9.670898438
1910,8/11/1910,0,21.796875,10.890625
1910,9/11/1910,0,21.03710938,13.30078125
1910,10/11/1910,0.98046875,19.71679688,11.10058594
1910,11/11/1910,0,24.78710938,9.680664063
1910,12/11/1910,0,27.00683594,11.77148438
1910,13/11/1910,0,31.01660156,15.9609375
1910,14/11/1910,0.168945313,23.73730469,12.73144531
1910,15/11/1910,1.966796875,19.56738281,13.48144531
1910,16/11/1910,0.044921875,21.83691406,12.00097656
1910,17/11/1910,0,23.1171875,10.87109375
1910,18/11/1910,0,22.96679688,12.98144531
1910,19/11/1910,0,27.08691406,10.65136719
1910,20/11/1910,6.12109375,27.15722656,14.26074219
1910,21/11/1910,1.653320313,23.50683594,16.63085938
1910,22/11/1910,0.247070313,21.09667969,13.05078125
1910,23/11/1910,0,21.63671875,11.78125
1910,24/11/1910,0,24.81738281,12.05078125
1910,25/11/1910,0,35.46679688,15.92089844
1910,26/11/1910,0.717773438,28.56738281,20.72070313
1910,27/11/1910,3.584960938,20.24707031,13.01074219
1910,28/11/1910,0.209960938,21.4765625,13.890625
1910,29/11/1910,0,23.05664063,12.37109375
1910,30/11/1910,0,29.96679688,13.17089844
1910,1/12/1910,1.416992188,20.32421875,13.51953125
1910,2/12/1910,0.2265625,21.29394531,9.599609375
1910,3/12/1910,0,22.9140625,11.37011719
1910,4/12/1910,0,23.42382813,11.83007813
1910,5/12/1910,0.041015625,23.67382813,14.16992188
1910,6/12/1910,0.008789063,23.02441406,13.04003906
1910,7/12/1910,0,23.44433594,14.12011719
1910,8/12/1910,0,23.65429688,13.1796875
1910,9/12/1910,0,29.32421875,15.51953125
1910,10/12/1910,0,34.89355469,18.01953125
1910,11/12/1910,0,30.99414063,18.91015625
1910,12/12/1910,0,27.50390625,17.50976563
1910,13/12/1910,0,25.78417969,16.62011719
1910,14/12/1910,0,26.88378906,16.80957031
1910,15/12/1910,0,27.61425781,16.25976563
1910,16/12/1910,0,24.43359375,15.6796875
1910,17/12/1910,0,26.17382813,15.08007813
1910,18/12/1910,0,25.63378906,15.50976563
1910,19/12/1910,0,29.30371094,15.61035156
1910,20/12/1910,0,25.20410156,18.09960938
1910,21/12/1910,0.03125,22.05371094,12.83007813
1910,22/12/1910,0.396484375,23.28417969,11.25976563
1910,23/12/1910,0,31.82421875,16.00976563
1910,24/12/1910,0,29.12402344,17.55957031
1910,25/12/1910,0,26.27441406,16.29980469
1910,26/12/1910,0,23.01367188,14.74023438
1910,27/12/1910,0.396484375,24.29394531,15.55957031
1910,28/12/1910,0,24.14355469,16.13964844
1910,29/12/1910,0.083984375,23.9140625,11.44042969
1910,30/12/1910,0,27.38378906,14.25
1910,31/12/1910,0,33.82421875,17.23046875
1911,1/01/1911,0,35.05175781,19.24121094
1911,2/01/1911,0,32.73242188,18.00097656
1911,3/01/1911,0,30.01171875,15.31054688
1911,4/01/1911,0,23.33203125,18.25097656
1911,5/01/1911,0,25.01171875,13.02148438
1911,6/01/1911,0,26.44238281,13.80078125
1911,7/01/1911,0,30.11230469,17.41113281
1911,8/01/1911,0,29.66210938,20.09082031
1911,9/01/1911,0,28.171875,16.99121094
1911,10/01/1911,0,27.69238281,17.09082031
1911,11/01/1911,0,29.73242188,14.99121094
1911,12/01/1911,0,30.30175781,16.40136719
1911,13/01/1911,0,31.05175781,17.38085938
1911,14/01/1911,0,29.84179688,15.75097656
1911,15/01/1911,0,30.59179688,16.16113281
1911,16/01/1911,0,32.07226563,16.01074219
1911,17/01/1911,0,35.2421875,19.13085938
1911,18/01/1911,0,29.84179688,16.34082031
1911,19/01/1911,0,27.6015625,18.59082031
1911,20/01/1911,0,27.06152344,16.23144531
1911,21/01/1911,0,26.93164063,15.06054688
1911,22/01/1911,0.009765625,27.56152344,16.43066406
1911,23/01/1911,0,28.04199219,17.15136719
1911,24/01/1911,0,27.57226563,16.40136719
1911,25/01/1911,0,25.86230469,18.29101563
1911,26/01/1911,0,29.51171875,18.19140625
1911,27/01/1911,0,29.54199219,19.7109375
1911,28/01/1911,0,26.08203125,18.04101563
1911,29/01/1911,0,27.52246094,16.05078125
1911,30/01/1911,0,28.27246094,15.97070313
1911,31/01/1911,0,28.93164063,17.04101563
1911,1/02/1911,0,37.76953125,19.80273438
1911,2/02/1911,0,31.12988281,20.96289063
1911,3/02/1911,0.012695313,24.08984375,18.35253906
1911,4/02/1911,0,24.45019531,13.34277344
1911,5/02/1911,0,28.38964844,13.6328125
1911,6/02/1911,0,34.44042969,16.44335938
1911,7/02/1911,0,31.75976563,18.47265625
1911,8/02/1911,0,29.15039063,20.28320313
1911,9/02/1911,0,28.09960938,17.39257813
1911,10/02/1911,0,30.29003906,16.98339844
1911,11/02/1911,0,27.91015625,17.31347656
1911,12/02/1911,0,25.70996094,14.61328125
1911,13/02/1911,0,29.13964844,15.66308594
1911,14/02/1911,0.16015625,32.65039063,17.85253906
1911,15/02/1911,0,37.15039063,19.98339844
1911,16/02/1911,0,37.05957031,18.51269531
1911,17/02/1911,0,30.70996094,19.08300781
1911,18/02/1911,0,28.28027344,17.08300781
1911,19/02/1911,0,31.33007813,17.06347656
1911,20/02/1911,0,27.04980469,19.32324219
1911,21/02/1911,0.716796875,23.44042969,16.6328125
1911,22/02/1911,0.083984375,25.20996094,11.72265625
1911,23/02/1911,0,28.33984375,14.61328125
1911,24/02/1911,0,32.45019531,17.48339844
1911,25/02/1911,0,26.25,17.92285156
1911,26/02/1911,0,24.66015625,13.56347656
1911,27/02/1911,0,25.63964844,12.54296875
1911,28/02/1911,0,31.3203125,14.48339844
1911,1/03/1911,0,33.546875,16.84570313
1911,2/03/1911,0.602539063,24.66699219,18.05566406
1911,3/03/1911,0,24.4765625,14.11621094
1911,4/03/1911,0,24.65722656,16.69628906
1911,5/03/1911,0,25.06738281,14.04589844
1911,6/03/1911,0,25.92675781,12.75585938
1911,7/03/1911,0,32.09667969,15.57617188
1911,8/03/1911,0.092773438,34.9765625,18.47558594
1911,9/03/1911,0,27.14746094,17.86621094
1911,10/03/1911,1.376953125,22.41699219,16.30566406
1911,11/03/1911,0.173828125,23.26660156,12.53613281
1911,12/03/1911,0,25.49707031,14.15625
1911,13/03/1911,0,28.57714844,16.92578125
1911,14/03/1911,0.063476563,31.75683594,19.03613281
1911,15/03/1911,0,25.37695313,18.765625
1911,16/03/1911,0,23.53710938,12.99609375
1911,17/03/1911,1.171875,20.16699219,13.12597656
1911,18/03/1911,0.064453125,21.9765625,8.505859375
1911,19/03/1911,0,24.67675781,10.38574219
1911,20/03/1911,0,26.74707031,12.75585938
1911,21/03/1911,0,26.10742188,15.98632813
1911,22/03/1911,0,30.77734375,18.90625
1911,23/03/1911,0,35.2265625,17.73632813
1911,24/03/1911,0,25.69726563,16.82617188
1911,25/03/1911,0.078125,23.10742188,17.84570313
1911,26/03/1911,0.056640625,21.8671875,14.36621094
1911,27/03/1911,0,23.48730469,12.32617188
1911,28/03/1911,0,25.96679688,12.75585938
1911,29/03/1911,0,31.53710938,14.56640625
1911,30/03/1911,0,29.59667969,13.00585938
1911,31/03/1911,0,25.18652344,15.74609375
1911,1/04/1911,0.228515625,23.82617188,12.68652344
1911,2/04/1911,0,23.11621094,13.19726563
1911,3/04/1911,0,23.38574219,11.51660156
1911,4/04/1911,0,22.765625,10.85742188
1911,5/04/1911,0,22.75585938,10.89746094
1911,6/04/1911,0,26.5859375,11.12695313
1911,7/04/1911,0,27.10644531,12.28710938
1911,8/04/1911,0,22.85644531,12.51660156
1911,9/04/1911,0,22.02636719,10.23730469
1911,10/04/1911,0,24.19628906,10.53710938
1911,11/04/1911,0,23.96582031,11.13671875
1911,12/04/1911,0.39453125,23.55566406,12.06738281
1911,13/04/1911,0,27.50585938,12.05664063
1911,14/04/1911,0,28.42578125,13.69726563
1911,15/04/1911,0,31.43554688,14.08691406
1911,16/04/1911,0,24.50585938,13.12695313
1911,17/04/1911,0,28.31640625,11.74707031
1911,18/04/1911,0,30.78613281,14.20703125
1911,19/04/1911,0,29.62597656,14.8671875
1911,20/04/1911,0,26.31640625,12.51660156
1911,21/04/1911,0.012695313,23.24609375,16.37695313
1911,22/04/1911,5.713867188,21.36621094,15.7265625
1911,23/04/1911,8.08984375,21.96582031,15.12695313
1911,24/04/1911,0.69921875,22.40625,12.33691406
1911,25/04/1911,0,23.07617188,12.95703125
1911,26/04/1911,19.11425781,19.18554688,13.9765625
1911,27/04/1911,23.78320313,21.20605469,12.57714844
1911,28/04/1911,15.95800781,19.84570313,13.58691406
1911,29/04/1911,6.240234375,19.75585938,11.94726563
1911,30/04/1911,12.54882813,17.63574219,8.567382813
1911,1/05/1911,5.494140625,19.63574219,10.14941406
1911,2/05/1911,5.362304688,20.66601563,12.17871094
1911,3/05/1911,0.431640625,21.015625,12.33886719
1911,4/05/1911,1.466796875,18.93554688,12.80859375
1911,5/05/1911,0.799804688,20.34570313,12.2890625
1911,6/05/1911,2.043945313,17.24609375,9.94921875
1911,7/05/1911,0.6015625,18.55566406,7.388671875
1911,8/05/1911,3.145507813,18.89648438,11.34863281
1911,9/05/1911,0,18.41601563,8.758789063
1911,10/05/1911,0,20.11621094,7.668945313
1911,11/05/1911,0,21.05566406,8.71875
1911,12/05/1911,0,23.14648438,9.178710938
1911,13/05/1911,0,19.82617188,11.01855469
1911,14/05/1911,0.970703125,17.16601563,8.859375
1911,15/05/1911,1.865234375,16.24609375,7.428710938
1911,16/05/1911,0.033203125,17.74609375,9.189453125
1911,17/05/1911,0,17.10644531,9.088867188
1911,18/05/1911,0,20.06640625,5.569335938
1911,19/05/1911,0,23.03613281,11.0390625
1911,20/05/1911,0.403320313,21.50585938,13.99902344
1911,21/05/1911,0.125,21.15625,10.06933594
1911,22/05/1911,0,19.60644531,11.05859375
1911,23/05/1911,2.25390625,19.92578125,12.2890625
1911,24/05/1911,7.529296875,16.10644531,8.588867188
1911,25/05/1911,11.91601563,17.8359375,8.548828125
1911,26/05/1911,1.537109375,16.765625,7.579101563
1911,27/05/1911,0,15.94628906,7.178710938
1911,28/05/1911,0,19.14648438,9.678710938
1911,29/05/1911,0.161132813,21.35644531,10.2890625
1911,30/05/1911,7.943359375,20.54589844,11.58886719
1911,31/05/1911,0,19.27636719,12.59863281
1911,1/06/1911,38.04296875,16.70019531,9.899414063
1911,2/06/1911,6.3671875,18,7.888671875
1911,3/06/1911,8.48828125,17.50976563,11.67871094
1911,4/06/1911,0.377929688,17.3203125,6.848632813
1911,5/06/1911,0,17.01953125,6.989257813
1911,6/06/1911,0,16.61035156,7.508789063
1911,7/06/1911,0,17.09960938,6.048828125
1911,8/06/1911,0,18.01953125,7.369140625
1911,9/06/1911,0,18.29003906,6.598632813
1911,10/06/1911,0,18.63964844,6.779296875
1911,11/06/1911,0,19.33007813,7.168945313
1911,12/06/1911,0,18.79003906,8.338867188
1911,13/06/1911,1.12890625,18.95996094,10.31933594
1911,14/06/1911,2.318359375,19.30957031,10.34863281
1911,15/06/1911,15.42773438,16.63964844,9.708984375
1911,16/06/1911,12.26953125,16.37988281,11.71875
1911,17/06/1911,11.640625,14.34960938,6.87890625
1911,18/06/1911,0.002929688,15.74023438,4.87890625
1911,19/06/1911,0,16.66015625,6.008789063
1911,20/06/1911,0,16.5703125,6.918945313
