Year,Date,rainfall,tmax,tmin,vapourpres_h09,vapourpres_h15
1911,19110226,0,24.66015625,13.56347656,,
1911,19110227,0,25.63964844,12.54296875,,
1911,19110228,0,31.3203125,14.48339844,,
1911,19110301,0,33.546875,16.84570313,,
1911,19110302,0.602539063,24.66699219,18.05566406,,
1911,19110303,0,24.4765625,14.11621094,,
1911,19110304,0,24.65722656,16.69628906,,
1911,19110305,0,25.06738281,14.04589844,,
1911,19110306,0,25.92675781,12.75585938,,
1911,19110307,0,32.09667969,15.57617188,,
1911,19110308,0.092773438,34.9765625,18.47558594,,
1911,19110309,0,27.14746094,17.86621094,,
1911,19110310,1.376953125,22.41699219,16.30566406,,
1911,19110311,0.173828125,23.26660156,12.53613281,,
1911,19110312,0,25.49707031,14.15625,,
1911,19110313,0,28.57714844,16.92578125,,
1911,19110314,0.063476563,31.75683594,19.03613281,,
1911,19110315,0,25.37695313,18.765625,,
1911,19110316,0,23.53710938,12.99609375,,
1911,19110317,1.171875,20.16699219,13.12597656,,
1911,19110318,0.064453125,21.9765625,8.505859375,,
1911,19110319,0,24.67675781,10.38574219,,
1911,19110320,0,26.74707031,12.75585938,,
1911,19110321,0,26.10742188,15.98632813,,
1911,19110322,0,30.77734375,18.90625,,
1911,19110323,0,35.2265625,17.73632813,,
1911,19110324,0,25.69726563,16.82617188,,
1911,19110325,0.078125,23.10742188,17.84570313,,
1911,19110326,0.056640625,21.8671875,14.36621094,,
1911,19110327,0,23.48730469,12.32617188,,
1911,19110328,0,25.96679688,12.75585938,,
1911,19110329,0,31.53710938,14.56640625,,
1911,19110330,0,29.59667969,13.00585938,,
1911,19110331,0,25.18652344,15.74609375,,
1911,19110401,0.228515625,23.82617188,12.68652344,,
1911,19110402,0,23.11621094,13.19726563,,
1911,19110403,0,23.38574219,11.51660156,,
1911,19110404,0,22.765625,10.85742188,,
1911,19110405,0,22.75585938,10.89746094,,
1911,19110406,0,26.5859375,11.12695313,,
1911,19110407,0,27.10644531,12.28710938,,
1911,19110408,0,22.85644531,12.51660156,,
1911,19110409,0,22.02636719,10.23730469,,
1911,19110410,0,24.19628906,10.53710938,,
1911,19110411,0,23.96582031,11.13671875,,
1911,19110412,0.39453125,23.55566406,12.06738281,,
1911,19110413,0,27.50585938,12.05664063,,
1911,19110414,0,28.42578125,13.69726563,,
1911,19110415,0,31.43554688,14.08691406,,
1911,19110416,0,24.50585938,13.12695313,,
1911,19110417,0,28.31640625,11.74707031,,
1911,19110418,0,30.78613281,14.20703125,,
1911,19110419,0,29.62597656,14.8671875,,
1911,19110420,0,26.31640625,12.51660156,,
1911,19110421,0.012695313,23.24609375,16.37695313,,
1911,19110422,5.713867188,21.36621094,15.7265625,,
1911,19110423,8.08984375,21.96582031,15.12695313,,
1911,19110424,0.69921875,22.40625,12.33691406,,
1911,19110425,0,23.07617188,12.95703125,,
1911,19110426,19.11425781,19.18554688,13.9765625,,
1911,19110427,23.78320313,21.20605469,12.57714844,,
1911,19110428,15.95800781,19.84570313,13.58691406,,
1911,19110429,6.240234375,19.75585938,11.94726563,,
1911,19110430,12.54882813,17.63574219,8.567382813,,
1911,19110501,5.494140625,19.63574219,10.14941406,,
1911,19110502,5.362304688,20.66601563,12.17871094,,
1911,19110503,0.431640625,21.015625,12.33886719,,
1911,19110504,1.466796875,18.93554688,12.80859375,,
1911,19110505,0.799804688,20.34570313,12.2890625,,
1911,19110506,2.043945313,17.24609375,9.94921875,,
1911,19110507,0.6015625,18.55566406,7.388671875,,
1911,19110508,3.145507813,18.89648438,11.34863281,,
1911,19110509,0,18.41601563,8.758789063,,
1911,19110510,0,20.11621094,7.668945313,,
1911,19110511,0,21.05566406,8.71875,,
1911,19110512,0,23.14648438,9.178710938,,
1911,19110513,0,19.82617188,11.01855469,,
1911,19110514,0.970703125,17.16601563,8.859375,,
1911,19110515,1.865234375,16.24609375,7.428710938,,
1911,19110516,0.033203125,17.74609375,9.189453125,,
1911,19110517,0,17.10644531,9.088867188,,
1911,19110518,0,20.06640625,5.569335938,,
1911,19110519,0,23.03613281,11.0390625,,
1911,19110520,0.403320313,21.50585938,13.99902344,,
1911,19110521,0.125,21.15625,10.06933594,,
1911,19110522,0,19.60644531,11.05859375,,
1911,19110523,2.25390625,19.92578125,12.2890625,,
1911,19110524,7.529296875,16.10644531,8.588867188,,
1911,19110525,11.91601563,17.8359375,8.548828125,,
1911,19110526,1.537109375,16.765625,7.579101563,,
1911,19110527,0,15.94628906,7.178710938,,
1911,19110528,0,19.14648438,9.678710938,,
1911,19110529,0.161132813,21.35644531,10.2890625,,
1911,19110530,7.943359375,20.54589844,11.58886719,,
1911,19110531,0,19.27636719,12.59863281,,
1911,19110601,38.04296875,16.70019531,9.899414063,,
1911,19110602,6.3671875,18,7.888671875,,
1911,19110603,8.48828125,17.50976563,11.67871094,,
1911,19110604,0.377929688,17.3203125,6.848632813,,
1911,19110605,0,17.01953125,6.989257813,,
1911,19110606,0,16.61035156,7.508789063,,
1911,19110607,0,17.09960938,6.048828125,,
1911,19110608,0,18.01953125,7.369140625,,
1911,19110609,0,18.29003906,6.598632813,,
1911,19110610,0,18.63964844,6.779296875,,
1911,19110611,0,19.33007813,7.168945313,,
1911,19110612,0,18.79003906,8.338867188,,
1911,19110613,1.12890625,18.95996094,10.31933594,,
1911,19110614,2.318359375,19.30957031,10.34863281,,
1911,19110615,15.42773438,16.63964844,9.708984375,,
1911,19110616,12.26953125,16.37988281,11.71875,,
1911,19110617,11.640625,14.34960938,6.87890625,,
1911,19110618,0.002929688,15.74023438,4.87890625,,
1911,19110619,0,16.66015625,6.008789063,,
1911,19110620,0,16.5703125,6.918945313,,
1911,19110621,0,17.79980469,7.119140625,,
1911,19110622,0,19.25976563,8.44921875,,
1911,19110623,2.356445313,17.5,10.99902344,,
1911,19110624,0,20.55957031,8.958984375,,
1911,19110625,1.860351563,17.87011719,9.529296875,,
1911,19110626,19.5859375,16.95996094,10.5390625,,
1911,19110627,4.098632813,17.3203125,9.678710938,,
1911,19110628,0.927734375,18.05957031,8.768554688,,
1911,19110629,2.053710938,17.41015625,10.09863281,,
1911,19110630,0.375976563,18.3203125,10.21875,,
1911,19110701,2.350585938,18.265625,10.23632813,,
1911,19110702,2.807617188,16.07617188,10.35644531,,
1911,19110703,0.0546875,19.29589844,9.42578125,,
1911,19110704,0.2421875,18.09570313,9.65625,,
1911,19110705,4.100585938,15.42578125,9.305664063,,
1911,19110706,1.954101563,12.47558594,4.095703125,,
1911,19110707,0,15.07617188,4.206054688,,
